ORGAO_INTERNO;COD_TIPO;TIPO;COD_SUBELEMENTO;SUBELEMENTO
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;449052;equipamentos e material permanente;6499;aparelhos e utensilios domesticos
secretaria municipal de educacao;449052;equipamentos e material permanente;6499;aparelhos e utensilios domesticos
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de educacao;449052;equipamentos e material permanente;7399;mobiliario em geral
secretaria municipal de educacao;339030;material de consumo;1099;material para manutencao de bens imoveis
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;8999;servico notarial e registral
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de educacao;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de politicas publicas;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de planejamento;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de administracao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de politicas publicas para as mulheres;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de politicas publicas para as mulheres;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria de governo e articulacao politica;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de infra estrutura;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de planejamento;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;339030;material de consumo;1999;outros materiais de consumo
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
secretaria municipal de educacao;319113;contribuicoes patronais;9920;aliquota suplementar de contribuicao previdenciaria - pessoal ativo - plano previdenciario
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento humano;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
secretaria municipal de desenvolvimento humano;339048;outros auxilios financeiros a pessoas fisicas;9999;outros beneficios eventuais
fundo municipal de assistencia social;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria de governo e articulacao politica;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
procuradoria geral do municipio;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal de juventude esporte turismo lazer;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
Secretaria Municipal de Controle Social;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
secretaria municipal da fazenda publica;339036;outros servicos de terceiros - pessoa fisica;2599;locacao de imoveis
secretaria municipal de educacao;449052;equipamentos e material permanente;6499;aparelhos e utensilios domesticos
secretaria municipal de desenvolvimento rural e do meio ambiente e recursos hidricos;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
secretaria municipal de politicas publicas;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
